Year,Quarter,Month,DayofMonth,DayOfWeek,Origin,Dest,CRSDepTime,DepDelayMinutes,CRSArrTime,ArrDelayMinutes,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2024,1,1,30,2,PHX,BOS,2225,2,500,19.00,0,0,17,0,2
2024,1,1,30,2,BOS,PHX,1720,85,2134,17.00,4,0,0,0,13
2024,1,1,30,2,LGA,FLL,929,30,1236,23.00,0,0,0,0,23
2024,1,1,30,2,FLL,LGA,1630,0,1929,20.00,0,0,20,0,0
2024,1,1,30,2,BOS,LGA,1900,124,2029,97.00,97,0,0,0,0
2024,1,1,30,2,BOS,DCA,700,0,851,24.00,0,0,24,0,0
2024,1,1,30,2,PBI,HPN,2002,69,2255,73.00,69,0,4,0,0
2024,1,1,30,2,BOS,PIT,1700,29,1853,42.00,29,0,13,0,0
2024,1,1,30,2,EWR,MCO,1543,0,1845,23.00,0,0,23,0,0
2024,1,1,30,2,RSW,JFK,640,31,922,35.00,0,0,35,0,0
2024,1,1,30,2,BOS,DCA,800,0,947,44.00,0,0,44,0,0
2024,1,1,30,2,BOS,PIT,835,52,1034,92.00,52,0,40,0,0
2024,1,1,30,2,BOS,DCA,1000,0,1139,41.00,0,0,41,0,0
2024,1,1,30,2,JFK,ATL,1534,53,1814,31.00,7,0,0,0,24
2024,1,1,30,2,SFO,BOS,900,0,1732,21.00,0,0,21,0,0
2024,1,1,30,2,RSW,BOS,1924,222,2232,196.00,0,0,0,0,196
2024,1,1,30,2,BOS,SFO,830,23,1224,33.00,23,0,10,0,0
2024,1,1,30,2,JFK,PBI,1335,344,1645,325.00,325,0,0,0,0
2024,1,1,30,2,BOS,DCA,1200,43,1350,20.00,15,0,0,0,5
2024,1,1,30,2,BOS,RSW,1442,234,1824,230.00,118,0,0,0,112
2024,1,1,30,2,FLL,DCA,1818,39,2059,41.00,39,0,2,0,0
2024,1,1,30,2,DCA,MCO,1800,63,2033,44.00,0,0,0,0,44
2024,1,1,30,2,BOS,SRQ,625,0,1007,29.00,0,0,29,0,0
2024,1,1,30,2,BOS,DCA,1500,114,1649,107.00,107,0,0,0,0
2024,1,1,30,2,LGA,PBI,1100,0,1404,19.00,0,0,19,0,0
2024,1,1,30,2,BOS,IAH,715,0,1055,47.00,0,0,47,0,0
2024,1,1,30,2,DTW,BOS,1005,17,1200,156.00,0,0,139,0,17
2024,1,1,30,2,BOS,MCO,800,0,1117,90.00,0,0,90,0,0
2024,1,1,30,2,MCO,BOS,1250,53,1557,29.00,9,0,0,0,20
2024,1,1,30,2,BOS,EYW,943,0,1341,38.00,0,0,38,0,0
2024,1,1,30,2,EYW,BOS,1445,64,1810,47.00,0,37,0,0,10
2024,1,1,30,2,BOS,RSW,600,0,939,49.00,0,0,49,0,0
2024,1,1,30,2,RSW,BOS,1039,39,1342,33.00,0,0,0,0,33
2024,1,1,30,2,SFO,JFK,822,0,1700,18.00,0,0,18,0,0
2024,1,1,30,2,JFK,RSW,2015,0,2320,18.00,0,0,18,0,0
2024,1,1,30,2,PIT,BOS,1940,18,2121,28.00,0,0,10,0,18
2024,1,1,30,2,BOS,BUF,1225,0,1402,15.00,0,0,15,0,0
2024,1,1,30,2,BOS,LGA,1200,151,1321,158.00,126,0,7,0,25
2024,1,1,30,2,BOS,MCO,1230,7,1557,15.00,7,0,8,0,0
2024,1,1,30,2,PIT,BOS,1120,75,1252,76.00,0,0,1,0,75
2024,1,1,30,2,BOS,JFK,1119,37,1234,53.00,30,0,16,0,7
2024,1,1,30,2,LGA,SRQ,1425,41,1747,19.00,0,0,0,0,19
2024,1,1,30,2,BOS,JFK,1609,133,1745,103.00,103,0,0,0,0
2024,1,1,30,2,BOS,PBI,744,19,1111,87.00,19,0,68,0,0
2024,1,1,30,2,BOS,LGA,700,9,825,36.00,9,0,27,0,0
2024,1,1,30,2,BOS,PHL,1945,136,2116,130.00,130,0,0,0,0
2024,1,1,30,2,JFK,TPA,1030,95,1336,77.00,77,0,0,0,0
2024,1,1,30,2,JFK,BUF,1550,35,1721,19.00,19,0,0,0,0
2024,1,1,30,2,LAX,MIA,2105,26,448,28.00,26,0,2,0,0
2024,1,1,30,2,MIA,LAX,636,33,937,15.00,15,0,0,0,0
2024,1,1,31,3,FLL,LAX,2010,84,2324,43.00,6,0,0,0,37
2024,1,1,31,3,MCO,ALB,1526,12,1813,15.00,12,0,3,0,0
2024,1,1,31,3,LAS,JFK,1146,7,1929,40.00,7,0,33,0,0
2024,1,1,31,3,PBI,JFK,1005,11,1241,15.00,9,0,4,0,2
2024,1,1,31,3,RSW,BOS,1504,14,1818,32.00,14,0,18,0,0
2024,1,1,31,3,FLL,BOS,2126,126,35,134.00,126,0,8,0,0
2024,1,1,31,3,ROC,JFK,535,280,703,255.00,0,0,0,0,255
2024,1,1,31,3,JFK,BOS,2159,63,2323,43.00,3,0,0,0,40
2024,1,1,31,3,JFK,LAX,1812,205,2135,174.00,140,0,0,0,34
2024,1,1,31,3,SAV,BOS,1320,16,1547,22.00,12,0,6,0,4
2024,1,1,31,3,LAX,BOS,755,41,1619,65.00,41,0,24,0,0
2024,1,1,31,3,BOS,JFK,1945,76,2110,73.00,1,0,0,0,72
2024,1,1,31,3,JFK,BOS,1429,27,1545,18.00,18,0,0,0,0
2024,1,1,31,3,MCO,JFK,1900,0,2140,24.00,0,0,24,0,0
2024,1,1,31,3,DEN,BOS,1130,118,1719,121.00,118,0,3,0,0
2024,1,1,31,3,SFO,JFK,1125,0,1955,25.00,0,0,25,0,0
2024,1,1,31,3,LAX,JFK,1137,13,2000,31.00,13,0,18,0,0
2024,1,1,31,3,BOS,SAV,945,46,1234,15.00,15,0,0,0,0
2024,1,1,31,3,LAX,BUF,1355,0,2129,22.00,0,0,22,0,0
2024,1,1,31,3,BOS,LGA,1000,143,1112,136.00,136,0,0,0,0
2024,1,1,31,3,LAX,SFO,1040,36,1211,41.00,0,0,41,0,0
2024,1,1,31,3,SFO,JFK,1556,0,10,18.00,0,0,18,0,0
2024,1,1,31,3,SAN,BOS,1105,9,1926,22.00,0,0,22,0,0
2024,1,1,31,3,BOS,RDU,1445,75,1655,48.00,4,0,0,0,44
2024,1,1,31,3,RDU,BOS,1745,47,1945,47.00,14,0,0,0,33
2024,1,1,31,3,FLL,BOS,1115,66,1430,74.00,4,0,8,0,62
2024,1,1,31,3,BOS,ATL,1414,62,1713,16.00,16,0,0,0,0
2024,1,1,31,3,FLL,EWR,2059,16,2353,18.00,16,0,2,0,0
2024,1,1,31,3,LGA,BOS,1215,117,1330,108.00,8,0,0,0,100
2024,1,1,31,3,MCO,JFK,1151,24,1427,28.00,24,0,4,0,0
2024,1,1,31,3,SLC,MCO,600,0,1220,19.00,0,0,19,0,0
2024,1,1,31,3,JFK,SJU,2000,60,48,39.00,39,0,0,0,0
2024,1,1,31,3,MCO,EWR,1815,211,2059,200.00,200,0,0,0,0
2024,1,1,31,3,JFK,SAV,800,126,1026,95.00,95,0,0,0,0
2024,1,1,31,3,SAV,JFK,1101,92,1259,97.00,0,0,5,0,92
2024,1,1,31,3,HPN,PBI,929,0,1227,18.00,0,0,18,0,0
2024,1,1,31,3,ATL,BOS,1755,28,2031,45.00,19,0,17,0,9
2024,1,1,31,3,MCO,LGA,1324,34,1600,51.00,27,0,17,0,7
2024,1,1,31,3,BOS,JFK,538,12,700,22.00,12,0,10,0,0
2024,1,1,31,3,JFK,BOS,1743,104,1858,87.00,87,0,0,0,0
2024,1,1,31,3,CHS,FLL,630,46,817,43.00,43,0,0,0,0
2024,1,1,31,3,SAN,JFK,2051,1,503,25.00,1,0,24,0,0
2024,1,1,31,3,TPA,BOS,2055,0,2356,24.00,0,0,24,0,0
2024,1,1,31,3,DFW,BOS,1101,0,1537,33.00,0,0,33,0,0
2024,1,1,31,3,JFK,BOS,2235,28,2353,16.00,16,0,0,0,0
2024,1,1,31,3,SJU,DCA,1849,10,2159,18.00,10,0,8,0,0
2024,1,1,31,3,FLL,LGA,1630,31,1929,49.00,21,0,18,0,10
2024,1,1,31,3,SJU,FLL,1321,12,1514,20.00,12,0,8,0,0
2024,1,1,31,3,EWR,FLL,700,71,1012,65.00,65,0,0,0,0
2024,1,1,31,3,JFK,RSW,800,0,1106,15.00,0,0,15,0,0
2024,1,1,31,3,LAX,FLL,1000,148,1753,150.00,148,0,2,0,0
2024,1,1,31,3,SFO,BOS,900,0,1732,34.00,0,0,34,0,0
2024,1,1,31,3,ATL,FLL,1753,294,1943,292.00,182,0,0,0,110
2024,1,1,31,3,FLL,ATL,1515,92,1708,111.00,47,0,19,0,45
2024,1,1,31,3,LAX,EWR,650,0,1507,29.00,0,0,29,0,0
2024,1,1,31,3,FLL,JFK,2000,246,2308,223.00,27,0,0,0,196
2024,1,1,31,3,FLL,JFK,1614,283,1915,274.00,274,0,0,0,0
2024,1,1,31,3,MSY,LGA,1830,0,2229,24.00,0,0,24,0,0
2024,1,1,31,3,MCO,BOS,1250,18,1557,20.00,18,0,2,0,0
2024,1,1,31,3,EYW,BOS,1445,0,1810,24.00,0,0,24,0,0
2024,1,1,31,3,MCI,JFK,1750,0,2134,18.00,0,0,18,0,0
2024,1,1,31,3,LGA,SRQ,1425,100,1747,51.00,49,0,0,0,2
2024,1,1,31,3,SRQ,LGA,1842,29,2128,45.00,0,0,16,0,29
2024,1,1,31,3,SFO,JFK,2045,49,502,58.00,49,0,9,0,0
2024,1,1,31,3,BUF,FLL,1022,158,1333,125.00,58,0,0,0,67
2024,1,1,31,3,FLL,BUF,636,84,937,85.00,84,0,1,0,0
2024,1,1,31,3,BOS,FLL,1530,262,1900,216.00,155,0,0,0,61
2024,1,1,31,3,LAX,MIA,2105,36,448,27.00,19,0,0,0,8
2024,1,1,7,7,ATL,DFW,2100,17,2225,16.00,16,0,0,0,0
2024,1,1,8,1,ATL,DFW,2055,6,2222,56.00,6,0,50,0,0
2024,1,1,14,7,ATL,DFW,2055,168,2222,166.00,166,0,0,0,0
2024,1,1,16,2,ATL,DFW,2055,63,2222,61.00,61,0,0,0,0
2024,1,1,25,4,ATL,DFW,2055,27,2222,16.00,2,0,0,0,14
2024,1,1,26,5,ATL,DFW,2055,16,2222,27.00,16,0,11,0,0
2024,1,1,28,7,ATL,DFW,2055,31,2222,29.00,28,0,0,0,1
2024,1,1,2,2,DFW,ATL,1623,35,1931,32.00,0,0,0,0,32
2024,1,1,6,6,DFW,ATL,1623,244,1931,254.00,244,0,10,0,0
2024,1,1,8,1,DFW,ATL,1810,0,2111,22.00,0,0,22,0,0
2024,1,1,10,3,DFW,ATL,1810,14,2111,16.00,0,0,2,0,14
2024,1,1,11,4,DFW,ATL,1810,33,2111,21.00,0,0,0,0,21
2024,1,1,12,5,DFW,ATL,1810,103,2111,88.00,18,0,0,0,70
2024,1,1,13,6,DFW,ATL,1700,0,2007,37.00,0,0,37,0,0
2024,1,1,14,7,DFW,ATL,1700,84,2007,77.00,77,0,0,0,0
2024,1,1,15,1,DFW,ATL,1810,39,2111,30.00,0,0,0,0,30
2024,1,1,16,2,DFW,ATL,1810,1,2111,27.00,0,0,27,0,0
2024,1,1,24,3,DFW,ATL,1810,41,2111,48.00,0,0,7,0,41
2024,1,1,25,4,DFW,ATL,1810,28,2111,53.00,0,0,38,0,15
2024,1,1,31,3,DFW,ATL,1810,0,2111,16.00,0,0,16,0,0
2024,1,1,7,7,MEM,ATL,1215,47,1435,35.00,0,0,0,0,35
2024,1,1,16,2,MEM,ATL,1132,79,1351,69.00,0,9,0,0,60
2024,1,1,25,4,MEM,ATL,1132,0,1351,15.00,0,0,15,0,0
2024,1,1,2,2,ATL,BOS,1858,24,2133,18.00,18,0,0,0,0
2024,1,1,7,7,ATL,BOS,1930,76,2204,78.00,0,0,78,0,0
2024,1,1,9,2,ATL,BOS,1750,39,2027,19.00,7,0,0,0,12
2024,1,1,15,1,ATL,BOS,1750,41,2027,16.00,16,0,0,0,0
2024,1,1,19,5,ATL,BOS,1750,39,2027,25.00,25,0,0,0,0
2024,1,1,22,1,ATL,BOS,1750,65,2027,49.00,49,0,0,0,0
2024,1,1,25,4,ATL,BOS,1750,0,2027,49.00,0,0,49,0,0
2024,1,1,2,2,ATL,LAX,1640,46,1835,40.00,38,0,0,0,2
2024,1,1,6,6,ATL,LAX,1640,139,1835,155.00,13,0,16,0,126
2024,1,1,9,2,ATL,LAX,1640,86,1835,84.00,84,0,0,0,0
2024,1,1,10,3,ATL,LAX,1640,15,1835,43.00,15,0,28,0,0
2024,1,1,11,4,ATL,LAX,1640,28,1835,33.00,28,0,5,0,0
2024,1,1,14,7,ATL,LAX,1640,8,1835,17.00,8,0,9,0,0
2024,1,1,15,1,ATL,LAX,1640,12,1835,29.00,12,0,17,0,0
2024,1,1,16,2,ATL,LAX,1625,17,1820,21.00,17,0,4,0,0
2024,1,1,19,5,ATL,LAX,1625,34,1820,23.00,0,0,0,0,23
2024,1,1,25,4,ATL,LAX,1625,35,1820,36.00,35,0,1,0,0
2024,1,1,26,5,ATL,LAX,1625,58,1820,29.00,21,0,0,0,8
2024,1,1,27,6,ATL,LAX,1625,81,1820,95.00,27,0,68,0,0
2024,1,1,31,3,ATL,LAX,1625,66,1820,39.00,21,0,0,0,18
2024,1,1,12,5,DTW,SAN,1645,741,1846,738.00,0,738,0,0,0
2024,1,1,13,6,DTW,SAN,1645,129,1846,148.00,129,0,19,0,0
2024,1,1,15,1,DTW,SAN,1645,89,1846,78.00,0,28,0,0,50
2024,1,1,16,2,DTW,SAN,1645,138,1846,112.00,0,110,0,0,2
2024,1,1,2,2,SLC,ATL,39,52,620,31.00,31,0,0,0,0
2024,1,1,8,1,BOS,DFW,1420,0,1806,31.00,0,0,31,0,0
2024,1,1,9,2,BOS,DFW,1420,54,1806,21.00,0,0,21,0,0
2024,1,1,11,4,BOS,DFW,1420,25,1806,34.00,25,0,9,0,0
2024,1,1,13,6,BOS,DFW,1345,2,1725,25.00,0,0,25,0,0
2024,1,1,14,7,BOS,DFW,1345,6,1725,35.00,6,0,29,0,0
2024,1,1,15,1,BOS,DFW,1420,120,1806,138.00,11,0,18,0,109
2024,1,1,16,2,BOS,DFW,1420,36,1806,95.00,0,13,59,0,23
2024,1,1,18,4,BOS,DFW,1420,93,1806,117.00,12,0,24,0,81
2024,1,1,19,5,BOS,DFW,1420,41,1806,30.00,0,0,0,0,30
2024,1,1,23,2,BOS,DFW,1420,0,1806,20.00,0,0,20,0,0
2024,1,1,26,5,BOS,DFW,1420,0,1806,30.00,0,0,30,0,0
2024,1,1,5,5,DTW,SNA,840,0,1046,18.00,0,0,18,0,0
2024,1,1,9,2,FLL,JFK,1551,152,1853,166.00,0,0,166,0,0
2024,1,1,13,6,JFK,FLL,1110,0,1419,15.00,0,0,15,0,0
2024,1,1,16,2,FLL,JFK,1551,117,1853,98.00,71,0,0,0,27
2024,1,1,16,2,JFK,FLL,1110,32,1419,59.00,0,0,27,0,32
2024,1,1,19,5,FLL,JFK,1551,312,1853,280.00,0,0,0,0,280
2024,1,1,19,5,JFK,FLL,1110,291,1419,345.00,291,0,54,0,0
2024,1,1,27,6,FLL,JFK,1551,146,1853,115.00,66,0,0,0,49
2024,1,1,27,6,JFK,FLL,1110,144,1419,135.00,27,0,0,0,108
2024,1,1,10,3,AUS,LAX,635,260,805,251.00,251,0,0,0,0
2024,1,1,15,1,AUS,LAX,635,0,805,32.00,0,0,32,0,0
2024,1,1,2,2,JAC,ATL,1455,86,2048,62.00,62,0,0,0,0
2024,1,1,7,7,JAC,ATL,1455,66,2048,31.00,31,0,0,0,0
2024,1,1,11,4,JAC,ATL,1445,27,2026,43.00,21,0,16,0,6
2024,1,1,12,5,JAC,ATL,1445,47,2026,48.00,40,0,1,0,7
2024,1,1,13,6,JAC,ATL,1520,11,2058,23.00,7,0,12,0,4
2024,1,1,28,7,JAC,ATL,1445,1153,2026,1161.00,1153,0,8,0,0
2024,1,1,8,1,DFW,LGA,1011,0,1437,45.00,0,0,45,0,0
2024,1,1,9,2,DFW,LGA,1011,0,1437,34.00,0,0,34,0,0
2024,1,1,10,3,DFW,LGA,1011,124,1437,102.00,0,0,0,0,102
2024,1,1,10,3,LGA,DFW,600,155,921,135.00,0,0,0,0,135
2024,1,1,12,5,DFW,LGA,1011,51,1437,31.00,5,0,0,0,26
2024,1,1,12,5,LGA,DFW,600,18,921,42.00,18,0,24,0,0
2024,1,1,15,1,LGA,DFW,600,0,921,143.00,0,0,143,0,0
2024,1,1,16,2,DFW,LGA,1011,133,1437,100.00,0,0,58,0,42
2024,1,1,16,2,LGA,DFW,600,0,921,56.00,0,0,56,0,0
2024,1,1,19,5,DFW,LGA,1011,42,1437,53.00,0,0,51,0,2
2024,1,1,3,3,HNL,MSP,1837,229,622,241.00,229,0,12,0,0
2024,1,1,24,3,HNL,MSP,1840,34,630,23.00,0,0,0,0,23
2024,1,1,26,5,HNL,MSP,1840,19,630,26.00,0,0,7,0,19
2024,1,1,27,6,HNL,MSP,1840,23,630,16.00,16,0,0,0,0
2024,1,1,8,1,SEA,HNL,730,17,1151,15.00,15,0,0,0,0
2024,1,1,9,2,SEA,HNL,730,10,1151,19.00,10,0,9,0,0
2024,1,1,11,4,SEA,HNL,730,1,1151,32.00,0,0,32,0,0
2024,1,1,16,2,SEA,HNL,730,756,1151,774.00,756,0,18,0,0
2024,1,1,17,3,SEA,HNL,730,103,1151,131.00,103,0,28,0,0
2024,1,1,18,4,SEA,HNL,730,20,1151,20.00,20,0,0,0,0
2024,1,1,20,6,SEA,HNL,730,9,1151,18.00,9,0,9,0,0
2024,1,1,21,7,SEA,HNL,730,0,1151,20.00,0,0,20,0,0
2024,1,1,22,1,SEA,HNL,730,0,1151,39.00,0,0,39,0,0
2024,1,1,23,2,SEA,HNL,730,0,1151,30.00,0,0,30,0,0
2024,1,1,25,4,SEA,HNL,730,39,1151,60.00,39,0,21,0,0
2024,1,1,26,5,SEA,HNL,730,20,1151,40.00,20,0,20,0,0
2024,1,1,28,7,SEA,HNL,730,16,1151,53.00,16,0,37,0,0
2024,1,1,29,1,SEA,HNL,730,49,1151,72.00,49,0,23,0,0
2024,1,1,13,6,LAX,KOA,1550,34,1954,20.00,0,0,0,0,20
2024,1,1,14,7,LAX,KOA,1550,33,1954,20.00,6,0,0,0,14
2024,1,1,16,2,LAX,KOA,1550,23,1954,28.00,2,0,26,0,0
2024,1,1,23,2,LAX,KOA,1550,197,1954,201.00,197,0,4,0,0
2024,1,1,24,3,LAX,KOA,1550,170,1954,166.00,166,0,0,0,0
2024,1,1,8,1,HNL,JFK,1837,155,919,149.00,44,0,0,0,105
2024,1,1,16,2,HNL,JFK,1837,154,919,120.00,0,0,0,0,120
2024,1,1,7,7,JFK,DEN,1955,70,2240,71.00,50,0,21,0,0
2024,1,1,11,4,LGA,DEN,1755,93,2043,82.00,4,0,0,0,78
2024,1,1,14,7,LGA,DEN,1755,9,2043,25.00,0,0,16,0,9
2024,1,1,15,1,LGA,DEN,1755,44,2043,21.00,12,0,0,0,9
2024,1,1,16,2,LGA,DEN,1755,67,2043,54.00,17,0,0,0,37
2024,1,1,19,5,LGA,DEN,1755,45,2043,50.00,20,0,5,0,25
2024,1,1,12,5,ATL,PSP,940,0,1127,37.00,0,0,37,0,0
2024,1,1,20,6,ATL,PSP,940,32,1127,22.00,0,0,0,0,22
2024,1,1,26,5,ATL,PSP,940,43,1127,20.00,20,0,0,0,0
2024,1,1,6,6,SFO,JFK,900,47,1742,30.00,30,0,0,0,0
2024,1,1,8,1,DFW,BOS,1941,58,15,82.00,0,0,24,0,58
2024,1,1,9,2,DFW,BOS,1941,63,15,82.00,0,0,19,0,63
2024,1,1,10,3,DFW,BOS,1941,83,15,70.00,0,0,0,0,70
2024,1,1,12,5,DFW,BOS,1941,124,15,98.00,12,0,0,0,86
2024,1,1,14,7,DFW,BOS,1941,252,15,291.00,0,8,39,0,244
2024,1,1,15,1,DFW,BOS,1941,67,15,37.00,0,37,0,0,0
2024,1,1,16,2,DFW,BOS,1941,179,15,160.00,0,0,0,0,160
2024,1,1,18,4,DFW,BOS,1941,85,15,73.00,11,0,0,0,62
2024,1,1,19,5,DFW,BOS,1941,168,15,157.00,0,0,0,0,157
2024,1,1,22,1,DFW,BOS,1941,20,15,21.00,0,0,1,0,20
2024,1,1,27,6,DFW,BOS,1941,155,15,140.00,15,0,0,0,125
2024,1,1,28,7,DFW,BOS,1941,19,15,30.00,19,0,11,0,0
2024,1,1,5,5,OGG,SLC,2055,58,555,57.00,2,0,0,0,55
2024,1,1,5,5,SLC,OGG,1530,2,1925,56.00,0,0,56,0,0
2024,1,1,6,6,OGG,SLC,2055,0,555,33.00,0,0,33,0,0
2024,1,1,11,4,OGG,SLC,2055,128,554,78.00,0,0,78,0,0
2024,1,1,11,4,SLC,OGG,1530,8,1929,111.00,8,0,103,0,0
2024,1,1,12,5,OGG,SLC,2055,110,554,103.00,14,0,0,0,89
2024,1,1,12,5,SLC,OGG,1530,100,1929,95.00,95,0,0,0,0
2024,1,1,13,6,OGG,SLC,2055,57,554,86.00,7,0,29,0,50
2024,1,1,13,6,SLC,OGG,1530,44,1929,50.00,44,0,6,0,0
2024,1,1,14,7,SLC,OGG,1530,0,1929,20.00,0,0,20,0,0
2024,1,1,17,3,OGG,SLC,2055,35,554,26.00,0,0,0,0,26
2024,1,1,17,3,SLC,OGG,1530,10,1929,41.00,10,0,31,0,0
2024,1,1,21,7,SLC,OGG,1530,12,1929,25.00,12,0,13,0,0
2024,1,1,22,1,SLC,OGG,1530,4,1929,29.00,0,0,29,0,0
2024,1,1,23,2,OGG,SLC,2055,75,554,44.00,32,0,0,0,12
2024,1,1,23,2,SLC,OGG,1530,2,1929,20.00,0,0,20,0,0
2024,1,1,24,3,OGG,SLC,2055,81,554,58.00,51,0,0,0,7
2024,1,1,2,2,DEN,LGA,845,3,1426,15.00,0,0,15,0,0
2024,1,1,8,1,JFK,HNL,1100,92,1711,109.00,92,0,17,0,0
2024,1,1,16,2,JFK,HNL,1100,99,1711,162.00,90,0,63,0,9
2024,1,1,17,3,JFK,HNL,1100,0,1711,39.00,0,0,39,0,0
2024,1,1,18,4,JFK,HNL,1100,18,1711,43.00,0,0,25,0,18
2024,1,1,21,7,JFK,HNL,1100,0,1711,15.00,0,0,15,0,0
2024,1,1,22,1,JFK,HNL,1100,0,1711,33.00,0,0,33,0,0
2024,1,1,24,3,JFK,HNL,1100,0,1711,22.00,0,0,22,0,0
2024,1,1,29,1,JFK,HNL,1100,0,1711,29.00,0,0,29,0,0
2024,1,1,3,3,LAX,DTW,530,47,1301,44.00,44,0,0,0,0
2024,1,1,9,2,DFW,LAX,1940,87,2117,75.00,0,0,0,0,75
2024,1,1,11,4,DFW,LAX,1940,35,2117,31.00,31,0,0,0,0
2024,1,1,12,5,DFW,LAX,1940,342,2117,348.00,15,0,6,0,327
2024,1,1,14,7,DFW,LAX,1545,62,1722,44.00,28,14,0,0,2
2024,1,1,15,1,DFW,LAX,1940,30,2117,20.00,0,6,0,0,14
2024,1,1,28,7,DFW,LAX,1940,25,2117,34.00,0,0,9,0,25
2024,1,1,1,1,ATL,LAX,1830,66,2027,39.00,39,0,0,0,0
2024,1,1,2,2,ATL,LAX,1830,25,2027,51.00,25,0,26,0,0
2024,1,1,6,6,ATL,LAX,1830,25,2027,36.00,25,0,11,0,0
2024,1,1,7,7,ATL,LAX,1830,50,2027,41.00,41,0,0,0,0
2024,1,1,9,2,ATL,LAX,1955,136,2210,117.00,117,0,0,0,0
2024,1,1,10,3,ATL,LAX,1955,0,2210,23.00,0,0,23,0,0
2024,1,1,25,4,ATL,LAX,1955,76,2210,30.00,11,0,0,0,19
2024,1,1,29,1,ATL,LAX,1955,53,2210,72.00,53,0,19,0,0
2024,1,1,1,1,HPN,ATL,1259,58,1525,53.00,48,0,0,0,5
2024,1,1,2,2,ATL,HPN,947,0,1204,36.00,0,0,36,0,0
2024,1,1,2,2,HPN,ATL,1259,45,1525,33.00,7,0,0,0,26
2024,1,1,3,3,ATL,HPN,947,0,1204,15.00,0,0,15,0,0
2024,1,1,7,7,ATL,HPN,947,0,1204,27.00,0,0,27,0,0
2024,1,1,7,7,HPN,ATL,1259,32,1525,51.00,0,5,19,0,27
2024,1,1,9,2,LGA,TPA,1959,112,2313,131.00,0,0,19,0,112
2024,1,1,14,7,LGA,TPA,1959,58,2313,57.00,4,0,0,0,53
2024,1,1,15,1,LGA,TPA,1959,49,2313,82.00,8,0,33,0,41
2024,1,1,16,2,LGA,TPA,1959,169,2313,176.00,0,0,7,0,169
2024,1,1,19,5,LGA,TPA,1959,47,2313,35.00,4,0,0,0,31
2024,1,1,21,7,LGA,TPA,1959,23,2313,16.00,7,0,0,0,9
2024,1,1,28,7,LGA,TPA,1959,45,2313,41.00,0,0,0,0,41
2024,1,1,30,2,LGA,TPA,1959,11,2313,18.00,0,0,7,0,11
2024,1,1,31,3,LGA,TPA,1959,79,2313,36.00,36,0,0,0,0
2024,1,1,9,2,LGA,ATL,1259,38,1543,29.00,29,0,0,0,0
2024,1,1,11,4,LGA,ATL,1259,112,1543,106.00,0,0,0,0,106
2024,1,1,12,5,LGA,ATL,1259,0,1543,25.00,0,0,25,0,0
2024,1,1,14,7,LGA,ATL,1259,149,1543,179.00,149,0,30,0,0
2024,1,1,16,2,LGA,ATL,1259,123,1543,186.00,15,0,63,0,108
2024,1,1,26,5,LGA,ATL,1259,29,1543,16.00,16,0,0,0,0
2024,1,1,7,7,BOS,ATL,805,19,1108,79.00,0,19,60,0,0
2024,1,1,10,3,BOS,ATL,1415,35,1720,18.00,0,0,0,0,18
2024,1,1,12,5,BOS,ATL,1415,24,1720,37.00,0,0,13,0,24
2024,1,1,13,6,BOS,ATL,1415,37,1720,41.00,5,0,4,0,32
2024,1,1,16,2,BOS,ATL,1415,33,1720,71.00,14,0,38,0,19
2024,1,1,17,3,BOS,ATL,1415,40,1720,26.00,0,0,0,0,26
2024,1,1,27,6,BOS,ATL,1415,0,1720,18.00,0,0,18,0,0
2024,1,1,28,7,BOS,ATL,1415,0,1720,24.00,0,0,24,0,0
2024,1,1,6,6,JFK,SLC,1759,212,2135,187.00,187,0,0,0,0
2024,1,1,7,7,JFK,SLC,1759,77,2135,73.00,28,0,0,0,45
2024,1,1,9,2,ATL,LGA,730,44,947,52.00,0,44,8,0,0
2024,1,1,11,4,ATL,LGA,730,52,947,38.00,38,0,0,0,0
2024,1,1,16,2,ATL,LGA,730,197,947,177.00,0,0,177,0,0
2024,1,1,14,7,LAS,SEA,1900,308,2150,283.00,0,0,0,0,283
2024,1,1,14,7,SEA,LAS,1515,322,1740,328.00,322,0,6,0,0
2024,1,1,6,6,JFK,PHX,1650,24,2044,29.00,24,0,5,0,0
2024,1,1,8,1,DEN,ATL,705,17,1204,30.00,7,10,13,0,0
2024,1,1,9,2,DEN,ATL,705,0,1204,17.00,0,0,17,0,0
2024,1,1,13,6,DEN,ATL,705,37,1204,37.00,0,37,0,0,0
2024,1,1,14,7,DEN,ATL,705,44,1204,36.00,36,0,0,0,0
2024,1,1,26,5,DEN,ATL,705,4,1204,17.00,0,0,17,0,0
2024,1,1,9,2,LGA,DFW,1259,234,1620,212.00,199,0,13,0,0
2024,1,1,12,5,DFW,LGA,1735,125,2159,102.00,0,0,0,0,102
2024,1,1,12,5,LGA,DFW,1259,144,1620,154.00,6,0,10,0,138
2024,1,1,14,7,DFW,LGA,1735,10,2159,20.00,0,10,10,0,0
2024,1,1,15,1,DFW,LGA,1735,137,2159,106.00,0,2,0,0,104
2024,1,1,15,1,LGA,DFW,1259,153,1620,155.00,6,0,2,0,147
2024,1,1,16,2,DFW,LGA,1735,197,2159,164.00,0,0,0,0,164
